,id,index,period,timestamp,minute,second,possession,duration,match_id,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,end_x,end_y,body_part_id,body_part_name,sub_type_id,sub_type_name,x,y,outcome_id,outcome_name,counterpress,under_pressure,dribble_overrun,pass_cross,pass_cut_back,off_camera,out,aerial_won,pass_switch,ball_recovery_recovery_failure,foul_committed_card_id,foul_committed_card_name,technique_id,technique_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,end_z,shot_key_pass_id,goalkeeper_position_id,goalkeeper_position_name,foul_won_defensive,substitution_replacement_id,substitution_replacement_name,shot_first_time,shot_one_on_one,pass_deflected,pass_goal_assist,pass_no_touch,block_offensive,block_deflection,injury_stoppage_in_chain,block_save_block,foul_committed_advantage,foul_won_advantage,dribble_nutmeg,foul_committed_offensive,bad_behaviour_card_id,bad_behaviour_card_name,shot_deflected,shot_open_goal,ball_recovery_offensive,pass_miscommunication,player_off_permanent,dribble_no_touch,foul_committed_penalty,foul_won_penalty,shot_follows_dribble,shot_redirect
0,f4889f42-cf51-4c27-8c8d-d57040b17ce1,368,1,00:10:08,10,8,26,1.123674,3827767,16,Shot,7289,Hyderabad,4,From Throw In,7289,Hyderabad,,164490.0,Souvik Chakrabarti,9.0,Right Defensive Midfield,,,,,,,119.0,38.7,40.0,Right Foot,87.0,Open Play,79.45,16.15,100.0,Saved,,,,,,,,,,,,,93.0,Normal,,,0.0068775634,1.3,1d1d0301-ffc4-422f-9a77-892928930acf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3e3c20ab-5233-479f-877e-73b94d01a963,495,1,00:13:50,13,50,31,0.967366,3827767,16,Shot,7283,Kerala Blasters,4,From Throw In,7283,Kerala Blasters,,28251.0,Jorge Rolando Pereyra Díaz,22.0,Right Center Forward,,,,,,,120.0,35.4,37.0,Head,87.0,Open Play,97.825,33.404999999999994,98.0,Off T,,,,,,,,,,,,,93.0,Normal,,,0.19758572,1.6,710cd26e-beb3-4736-971f-b828f9c533e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,f6fa4021-385f-4353-9e41-81a9ade1d2ac,731,1,00:20:16,20,16,44,1.271256,3827767,16,Shot,7283,Kerala Blasters,3,From Free Kick,7283,Kerala Blasters,,163354.0,Rahul Kannoly Praveen,12.0,Right Midfield,,,,,,,120.0,45.6,40.0,Right Foot,87.0,Open Play,82.1625,41.735,98.0,Off T,,,,,,,,,,,,,93.0,Normal,,,0.03577913,5.9,a94094b3-2c33-482f-9749-466132745ee9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3c75ac72-8c43-4ca4-b6f4-2d38dc58c8c7,1069,1,00:29:18,29,18,68,0.216327,3827767,16,Shot,7283,Kerala Blasters,4,From Throw In,7283,Kerala Blasters,,26304.0,Adrián Nicolás Luna Retamar,16.0,Left Midfield,,,,,,,94.5,22.3,40.0,Right Foot,87.0,Open Play,78.925,15.98,96.0,Blocked,,,,,,,,,,,,,93.0,Normal,,,0.006838626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,49c30b55-a2df-4b6e-84fa-101457ed2d08,1356,1,00:38:25,38,25,82,0.962666,3827767,16,Shot,7283,Kerala Blasters,7,From Goal Kick,7283,Kerala Blasters,,24035.0,Álvaro Vázquez García,24.0,Left Center Forward,,,,,,,119.9,37.6,40.0,Right Foot,87.0,Open Play,91.4375,47.515,99.0,Post,,,,,,,,,,,,,93.0,Normal,,,0.031175608,2.8,0eadbf2a-6a63-4c27-8d4f-faa31e335d6c,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
5,e6c21735-9791-43f8-ac6b-5e18782df505,1360,1,00:38:27,38,27,82,0.829176,3827767,16,Shot,7283,Kerala Blasters,7,From Goal Kick,7283,Kerala Blasters,,28251.0,Jorge Rolando Pereyra Díaz,22.0,Right Center Forward,,,,,,,110.2,39.7,38.0,Left Foot,87.0,Open Play,97.125,21.165,101.0,Wayward,,1.0,,,,,,,,,,,91.0,Half Volley,,,0.041324764,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
6,7bd0743e-8b06-4292-b33f-1d5cd8bdfa26,1435,1,00:40:47,40,47,86,1.102571,3827767,16,Shot,7283,Kerala Blasters,3,From Free Kick,7283,Kerala Blasters,,163357.0,Lalthathanga Khawlhring,11.0,Left Defensive Midfield,,,,,,,120.0,45.8,38.0,Left Foot,87.0,Open Play,78.1375,43.17999999999999,98.0,Off T,,,,,,,,,,,,,93.0,Normal,,,0.018697426,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0498726a-bc2c-4ff9-ae79-7a61a24820f0,1601,1,00:45:40,45,40,93,0.5348,3827767,16,Shot,7289,Hyderabad,3,From Free Kick,7289,Hyderabad,,41858.0,Javier Siverio Toro,22.0,Right Center Forward,,,,,,,119.1,36.8,37.0,Head,87.0,Open Play,96.8625,28.220000000000006,100.0,Saved,,,,,,,,,,,,,93.0,Normal,,,0.07827923,0.7,af9c223e-6edd-46ca-8cbc-356c276afc76,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
8,634a3e52-38d5-4804-8904-8005defb69fe,1760,2,00:03:05,48,5,104,1.129603,3827767,16,Shot,7289,Hyderabad,3,From Free Kick,7289,Hyderabad,,26675.0,João Victor de Albuquerque Bruno,11.0,Left Defensive Midfield,,,,,,,117.8,37.9,40.0,Right Foot,87.0,Open Play,77.6125,39.015,100.0,Saved,,,,,,,,,,,,,93.0,Normal,,,0.023992674,0.6,44a95a09-3f96-47cb-adc0-365fc75960d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,41c752ca-0121-4090-a8c1-685a10fa057e,2057,2,00:09:52,54,52,118,0.3458,3827767,16,Shot,7289,Hyderabad,1,Regular Play,7289,Hyderabad,,26186.0,Bartholomew Owogbalor Ogbeche,24.0,Left Center Forward,,,,,,,120.0,42.6,40.0,Right Foot,87.0,Open Play,93.3625,41.225,98.0,Off T,,,,,,,,,,,,,93.0,Normal,,,0.09305495,4.5,8e86b072-10f3-4425-85a2-132b7a56e6f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,86dbd9bc-0440-4b19-9dfb-89927444bdf0,2147,2,00:13:44,58,44,124,1.607443,3827767,16,Shot,7283,Kerala Blasters,6,From Counter,7283,Kerala Blasters,,163357.0,Lalthathanga Khawlhring,11.0,Left Defensive Midfield,,,,,,,120.0,49.3,38.0,Left Foot,87.0,Open Play,81.025,28.05,98.0,Off T,,,,,,,,,,,,,93.0,Normal,,,0.032857098,0.4,df37722f-5bb1-4542-aaa6-831975bc6c5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,a10836e8-28f3-4ab4-b250-1dec9756559b,2264,2,00:16:52,61,52,132,0.691122,3827767,16,Shot,7289,Hyderabad,1,Regular Play,7289,Hyderabad,,26186.0,Bartholomew Owogbalor Ogbeche,24.0,Left Center Forward,,,,,,,118.7,40.7,40.0,Right Foot,87.0,Open Play,89.425,40.205,100.0,Saved,,,,,,,,,,,,,93.0,Normal,,,0.053034723,0.2,dac4e3d6-87e8-42ca-89c6-739dd63f2ca1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,acd9662b-e988-4e78-98f1-6f7b6194a7d1,2369,2,00:19:33,64,33,137,0.002698,3827767,16,Shot,7289,Hyderabad,4,From Throw In,7289,Hyderabad,,41858.0,Javier Siverio Toro,22.0,Right Center Forward,,,,,,,103.5,41.4,40.0,Right Foot,87.0,Open Play,90.0375,35.275,96.0,Blocked,,,,,,,,,,,,,93.0,Normal,,,0.03701639,,a154b34e-f3eb-4b4c-be61-f1d2b9b2897b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,eadaaccd-319b-4275-af68-47701b7c2433,2448,2,00:22:55,67,55,145,1.405362,3827767,16,Shot,7283,Kerala Blasters,1,Regular Play,7283,Kerala Blasters,,163354.0,Rahul Kannoly Praveen,12.0,Right Midfield,,,,,,,120.0,43.4,40.0,Right Foot,87.0,Open Play,86.625,43.86,97.0,Goal,,,,,,,,,,,,,93.0,Normal,,,0.061114587,0.2,e077c3ef-58a3-4d00-9765-7f8122e99779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,932ffe4b-43f7-4ebc-b153-c9f1cee64235,2477,2,00:25:26,70,26,147,0.196692,3827767,16,Shot,7289,Hyderabad,4,From Throw In,7289,Hyderabad,,164489.0,Halicharan Narzary,16.0,Left Midfield,,,,,,,107.7,27.7,40.0,Right Foot,87.0,Open Play,93.1,22.439999999999998,96.0,Blocked,,,,,,,,,,,,,93.0,Normal,,,0.032599345,,ae6b96fd-a576-4cf4-b9ba-a2a5d973befa,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
15,948e24bf-70b3-4ba6-974b-adfcd960c072,2564,2,00:30:32,75,32,155,0.361196,3827767,16,Shot,7289,Hyderabad,3,From Free Kick,7289,Hyderabad,,164483.0,Juan Antonio González Fernández,5.0,Left Center Back,,,,,,,120.0,39.6,38.0,Left Foot,87.0,Open Play,101.5875,29.665,98.0,Off T,,,,,,,,,,,,,91.0,Half Volley,,,0.18444449,3.8,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
16,48885ba4-54e3-4504-afd3-8941e149497b,2753,2,00:37:24,82,24,164,0.730006,3827767,16,Shot,7283,Kerala Blasters,1,Regular Play,7283,Kerala Blasters,,24035.0,Álvaro Vázquez García,24.0,Left Center Forward,,,,,,,119.1,36.3,40.0,Right Foot,87.0,Open Play,88.4625,20.74,100.0,Saved,,,,,,,,,,,,,93.0,Normal,,,0.03049218,0.2,2c6ac6ac-6100-41e7-b0b3-1b29fd6c8392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,b03dce7c-339d-4fd9-b398-9e3ec0717e82,2810,2,00:39:46,84,46,172,0.163813,3827767,16,Shot,7283,Kerala Blasters,3,From Free Kick,7283,Kerala Blasters,,20837.0,Marko Lešković,5.0,Left Center Back,,,,,,,117.1,34.3,40.0,Right Foot,87.0,Open Play,100.625,27.370000000000005,100.0,Saved,,,,,,,,,,,,,91.0,Half Volley,,,0.23580356,0.4,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
18,c588cd68-2c13-434b-8e56-b0b0d1cd37ba,2900,2,00:42:17,87,17,175,1.070924,3827767,16,Shot,7289,Hyderabad,3,From Free Kick,7289,Hyderabad,,164487.0,Sahil Tavora,9.0,Right Defensive Midfield,,,,,,,120.0,36.9,40.0,Right Foot,87.0,Open Play,86.3625,46.07000000000001,97.0,Goal,,,,,,,,,,,,,91.0,Half Volley,,,0.020677071,2.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
19,e8f67d6a-1a7d-4465-877b-6b1609fbfa59,2946,2,00:44:39,89,39,178,0.838754,3827767,16,Shot,7283,Kerala Blasters,4,From Throw In,7283,Kerala Blasters,,24035.0,Álvaro Vázquez García,24.0,Left Center Forward,,,,,,,120.0,41.4,37.0,Head,87.0,Open Play,99.05,38.335,98.0,Off T,,,,,,,,,,,,,93.0,Normal,,,0.17265096,4.1,c1566520-1424-44a7-93f9-35d1a9499b72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,c3afd07a-30a8-4130-abb4-0d52ffc4db74,3092,2,00:48:43,93,43,186,0.2605,3827767,16,Shot,7283,Kerala Blasters,1,Regular Play,7283,Kerala Blasters,,127056.0,Nishu Kumar Tashni,12.0,Right Midfield,,,,,,,106.7,48.3,40.0,Right Foot,87.0,Open Play,90.125,43.69,96.0,Blocked,,,,,,,,,,,,,93.0,Normal,,,0.056751974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,c143ff60-2804-46e2-b57c-a49b1beafcf3,3290,3,00:04:29,94,29,199,1.359159,3827767,16,Shot,7289,Hyderabad,1,Regular Play,7289,Hyderabad,,164489.0,Halicharan Narzary,16.0,Left Midfield,,,,,,,120.0,46.2,40.0,Right Foot,87.0,Open Play,84.525,19.805,98.0,Off T,,,,,,,,,,,,,93.0,Normal,,,0.020250158,2.3,f67ef7ee-5010-4e1c-80fa-b01a1b0f099f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,5260d50b-7796-4efd-8d14-8c0aa3757d7c,3400,3,00:07:25,97,25,204,1.123724,3827767,16,Shot,7289,Hyderabad,4,From Throw In,7289,Hyderabad,,26186.0,Bartholomew Owogbalor Ogbeche,24.0,Left Center Forward,,,,,,,120.0,34.2,40.0,Right Foot,87.0,Open Play,96.6,31.025,98.0,Off T,,,,,,,,,,,,,94.0,Overhead Kick,,,0.058660276,1.6,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
23,45526df8-c46d-4e6b-ae8a-e28ad20d9338,3478,3,00:11:39,101,39,214,0.318911,3827767,16,Shot,7283,Kerala Blasters,3,From Free Kick,7283,Kerala Blasters,,163355.0,Jeakson Singh Thaunaojam,9.0,Right Defensive Midfield,,,,,,,120.0,36.9,37.0,Head,87.0,Open Play,102.55,29.410000000000004,99.0,Post,,,,,,,,,,,,,93.0,Normal,,,0.11749809,2.9,9b471a11-ea54-44b7-876e-e19c3f187100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,aa17ab1c-f0a0-4171-93d2-6261cb28b6d3,3716,4,00:04:05,109,5,230,0.747487,3827767,16,Shot,7289,Hyderabad,4,From Throw In,7289,Hyderabad,,26186.0,Bartholomew Owogbalor Ogbeche,24.0,Left Center Forward,,,,,,,118.5,38.4,40.0,Right Foot,87.0,Open Play,91.35,37.825,96.0,Blocked,,,,,,,,,,,,,93.0,Normal,,,0.1594714,,d641b3c1-1bd9-476b-a86c-9696570804be,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
25,d88063c8-c0ec-4a66-b2b5-4a469b415858,3933,4,00:09:31,114,31,242,0.141602,3827767,16,Shot,7283,Kerala Blasters,4,From Throw In,7283,Kerala Blasters,,163335.0,Chencho Gyeltshen,22.0,Right Center Forward,,,,,,,110.2,29.3,40.0,Right Foot,87.0,Open Play,94.4125,22.27,96.0,Blocked,,,,,,,,,,,,,93.0,Normal,,,0.05171078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,5fe6c3ab-93a3-4c4e-ac4b-c16d02a8d55d,3943,4,00:09:48,114,48,243,1.532948,3827767,16,Shot,7283,Kerala Blasters,4,From Throw In,7283,Kerala Blasters,,26304.0,Adrián Nicolás Luna Retamar,16.0,Left Midfield,,,,,,,120.0,46.1,40.0,Right Foot,87.0,Open Play,80.4125,13.515,98.0,Off T,,,,,,,,,,,,,93.0,Normal,,,0.0055441223,1.8,37986232-d639-4641-9780-b5ddfa697ca2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,b313d5de-0815-4721-a33f-57aa41b27ff5,4024,4,00:12:21,117,21,249,2.298955,3827767,16,Shot,7289,Hyderabad,4,From Throw In,7289,Hyderabad,,164485.0,Asish Rai,2.0,Right Back,,,,,,,120.0,22.4,40.0,Right Foot,87.0,Open Play,70.7875,42.839999999999996,101.0,Wayward,,,,,,,1.0,,,,,,91.0,Half Volley,,,0.005248928,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
28,5554a3fe-6ec5-4f78-9ba5-68e36530d0f5,46,1,00:01:07,1,7,5,2.192421,3827335,16,Shot,7283,Kerala Blasters,1,Regular Play,7283,Kerala Blasters,,24035.0,Álvaro Vázquez García,22.0,Right Center Forward,,,,,,,120.0,35.0,40.0,Right Foot,87.0,Open Play,91.7875,40.714999999999996,98.0,Off T,,,,,,,,,,,,,92.0,Lob,,,0.48585358,0.2,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
29,c89d0f43-a94f-48c5-accb-e22099c661c6,88,1,00:03:44,3,44,12,0.305277,3827335,16,Shot,2021,Jamshedpur,1,Regular Play,2021,Jamshedpur,,124914.0,Ishan Pandita,19.0,Center Attacking Midfield,,,,,,,100.6,51.0,40.0,Right Foot,87.0,Open Play,84.9625,44.625,96.0,Blocked,,,,,,,,,,,,,93.0,Normal,,,0.027996033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,332b2eb2-784e-439a-87e2-8ebfa2a1101c,229,1,00:08:27,8,27,24,0.445264,3827335,16,Shot,7283,Kerala Blasters,4,From Throw In,7283,Kerala Blasters,,127056.0,Nishu Kumar Tashni,12.0,Right Midfield,,,,,,,111.3,43.4,40.0,Right Foot,87.0,Open Play,92.4,37.739999999999995,96.0,Blocked,,,,,,,,,,,,,95.0,Volley,,,0.08510381,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
31,17033235-581e-4015-afe8-f4f776852090,362,1,00:13:48,13,48,34,0.306471,3827335,16,Shot,7283,Kerala Blasters,1,Regular Play,7283,Kerala Blasters,,163358.0,Ayush Adhikari,9.0,Right Defensive Midfield,,,,,,,104.1,39.2,40.0,Right Foot,87.0,Open Play,87.675,33.15,96.0,Blocked,,1.0,,,,,,,,,,,93.0,Normal,,,0.07968691,,a5ab8fce-7f5f-4bea-8bd7-df5b43a99271,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
32,409bac23-1899-4e97-b0b8-7d8a93ee477a,542,1,00:17:28,17,28,41,1.430293,3827335,16,Shot,7283,Kerala Blasters,1,Regular Play,7283,Kerala Blasters,,26304.0,Adrián Nicolás Luna Retamar,16.0,Left Midfield,,,,,,,120.0,43.9,40.0,Right Foot,87.0,Open Play,87.2375,25.839999999999996,97.0,Goal,,1.0,,,,,,,,,,,93.0,Normal,,,0.059422266,0.7,4f56ab9a-76dd-448b-9186-c8df17128871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,a85210e6-6f20-4ee8-8a85-46df62c76451,570,1,00:19:24,19,24,45,0.895194,3827335,16,Shot,2021,Jamshedpur,4,From Throw In,2021,Jamshedpur,,161117.0,Ritwik Kumar Das,21.0,Left Wing,,,,,,,117.6,41.8,40.0,Right Foot,87.0,Open Play,87.325,40.120000000000005,100.0,Saved,,,,,,,,,,,,,93.0,Normal,,,0.04910855,0.4,66c4c3a9-da25-469a-a9f6-dea76fb13da8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,15888fd5-7ee2-4548-aa05-8d5dcdd42ec3,953,1,00:35:43,35,43,74,0.457485,3827335,16,Shot,2021,Jamshedpur,3,From Free Kick,2021,Jamshedpur,,124914.0,Ishan Pandita,19.0,Center Attacking Midfield,,,,,,,108.0,40.2,37.0,Head,87.0,Open Play,90.125,39.69500000000001,101.0,Wayward,,,,,,,,,,,,,93.0,Normal,,,0.039502632,,f301c6b9-6050-4aaf-85e6-481c2a9f5854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,68a2034a-661e-4bd7-ba50-04cbbdd9a808,1352,2,00:04:02,49,2,108,0.115913,3827335,16,Shot,2021,Jamshedpur,2,From Corner,2021,Jamshedpur,,161091.0,Daniel Chima Chukwu,23.0,Center Forward,,,,,,,112.9,40.7,37.0,Head,87.0,Open Play,97.65,34.17,96.0,Blocked,,1.0,,,,,,True,,,,,93.0,Normal,,,0.0690983,,00cbc438-73af-4f1f-beb9-7cae22080a19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,6df104cf-25ee-4ee9-a1c8-091d14ccba69,1357,2,00:04:03,49,3,108,0.096156,3827335,16,Shot,2021,Jamshedpur,2,From Corner,2021,Jamshedpur,,124910.0,Pronay Halder,11.0,Left Defensive Midfield,,,,,,,120.0,42.6,40.0,Right Foot,87.0,Open Play,102.6375,36.125,97.0,Goal,,,,,,,,,,,,,93.0,Normal,,,0.44894984,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,dc51c97c-707c-4527-98ad-e88d607a4507,1389,2,00:05:10,50,10,109,0.386616,3827335,16,Shot,7283,Kerala Blasters,9,From Kick Off,7283,Kerala Blasters,,24035.0,Álvaro Vázquez García,22.0,Right Center Forward,,,,,,,110.0,40.9,40.0,Right Foot,87.0,Open Play,88.55,36.295,100.0,Saved,,,,,,,,,,,,,92.0,Lob,,,0.43586436,1.3,9806c405-d0c2-4086-89ec-530f71d8f86f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,f895fc5e-be80-4921-8b31-203881f94578,1512,2,00:08:40,53,40,116,1.212077,3827335,16,Shot,7283,Kerala Blasters,2,From Corner,7283,Kerala Blasters,,163354.0,Rahul Kannoly Praveen,12.0,Right Midfield,,,,,,,116.3,41.4,37.0,Head,87.0,Open Play,95.2,37.825,100.0,Saved,,1.0,,,,,,True,,,,,93.0,Normal,,,0.048366677,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39199858-7e21-4396-9f5f-2fec99f5d84a,1527,2,00:09:43,54,43,119,1.157222,3827335,16,Shot,7283,Kerala Blasters,3,From Free Kick,7283,Kerala Blasters,,20837.0,Marko Lešković,5.0,Left Center Back,,,,,,,120.0,46.3,37.0,Head,87.0,Open Play,95.9875,32.98,98.0,Off T,,1.0,,,,,,True,,,,,93.0,Normal,,,0.05818752,1.1,6d893063-19bd-45e6-bc80-11057ffb8877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,3de8496c-d880-41c2-843e-54d1f0aedcc5,1759,2,00:15:26,60,26,133,0.428712,3827335,16,Shot,2021,Jamshedpur,1,Regular Play,2021,Jamshedpur,,9981.0,Peter Hartley,5.0,Left Center Back,,,,,,,98.8,41.0,38.0,Left Foot,87.0,Open Play,74.725,29.665,96.0,Blocked,,,,,,,,,,,,,93.0,Normal,,,0.012679764,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
41,10d92001-2396-41ea-8829-0119d9c3522f,1830,2,00:18:21,63,21,139,0.840123,3827335,16,Shot,2021,Jamshedpur,3,From Free Kick,2021,Jamshedpur,,124914.0,Ishan Pandita,19.0,Center Attacking Midfield,,,,,,,117.2,43.0,40.0,Right Foot,87.0,Open Play,79.5375,42.67,100.0,Saved,,,,,,,,,,,,,91.0,Half Volley,,,0.015213512,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,b7a41fff-3198-4bba-8c3d-ae906f4982c0,1841,2,00:20:12,65,12,141,0.857419,3827335,16,Shot,2021,Jamshedpur,3,From Free Kick,2021,Jamshedpur,,161104.0,Jitendra Singh,9.0,Right Defensive Midfield,,,,,,,117.6,39.1,37.0,Head,87.0,Open Play,98.9625,33.745000000000005,96.0,Blocked,,,,,,,,,,,,,93.0,Normal,,,0.23744304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,76eeb661-0dc0-446a-9251-47fb1fa7e643,2120,2,00:29:28,74,28,157,0.101822,3827335,16,Shot,2021,Jamshedpur,1,Regular Play,2021,Jamshedpur,,33500.0,Jordan Murray,23.0,Center Forward,,,,,,,95.8,32.1,40.0,Right Foot,87.0,Open Play,82.25,26.605,96.0,Blocked,,,,,,,,,,,,,93.0,Normal,,,0.025266282,,75f82213-531c-47c9-95d8-68583e62237f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,b7bccb7a-2edf-4624-a81e-d380acab1c3c,2143,2,00:33:02,78,2,163,0.477042,3827335,16,Shot,2021,Jamshedpur,3,From Free Kick,2021,Jamshedpur,,124914.0,Ishan Pandita,19.0,Center Attacking Midfield,,,,,,,117.5,37.8,37.0,Head,87.0,Open Play,95.025,31.96,100.0,Saved,,,,,,,,,,,,,93.0,Normal,,,0.08784185,0.9,70706b9d-11ac-4e0e-a0d7-472823b85ea2,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
45,67d93083-f76b-4bfe-a6bb-9ded57e5e8d6,2263,2,00:38:27,83,27,174,0.325839,3827335,16,Shot,7283,Kerala Blasters,2,From Corner,7283,Kerala Blasters,,163355.0,Jeakson Singh Thaunaojam,9.0,Right Defensive Midfield,,,,,,,115.1,44.2,37.0,Head,87.0,Open Play,100.7125,38.335,96.0,Blocked,,,,,,,,,,,,,93.0,Normal,,,0.12105195,,0c527428-c344-461d-8d69-f76543dbde82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,eb96c3a9-8a8f-4759-b610-88ca9b1f8a00,2267,2,00:38:30,83,30,174,2.762408,3827335,16,Shot,7283,Kerala Blasters,2,From Corner,7283,Kerala Blasters,,163356.0,Harmanjot Singh Khabra,2.0,Right Back,,,,,,,110.2,0.1,38.0,Left Foot,87.0,Open Play,75.775,48.535000000000004,101.0,Wayward,,,,,,,1.0,,,,,,91.0,Half Volley,,,0.0053864527,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
47,33de11cb-e55e-432a-ad50-c067ed4fbf29,225,1,00:06:34,6,34,14,0.046872,3827336,16,Shot,7282,ATK Mohun Bagan,1,Regular Play,7282,ATK Mohun Bagan,,24303.0,Joni Ensio Kauko,13.0,Right Center Midfield,,,,,,,118.5,45.9,40.0,Right Foot,87.0,Open Play,102.375,40.8,100.0,Saved,,,,,,,,,,,,,93.0,Normal,,,0.15419321,0.4,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
48,f0124a82-8770-4e0f-9600-51281fed5ef0,229,1,00:06:35,6,35,14,0.641522,3827336,16,Shot,7282,ATK Mohun Bagan,1,Regular Play,7282,ATK Mohun Bagan,,163339.0,Prabir Das,2.0,Right Back,,,,,,,120.0,35.2,40.0,Right Foot,87.0,Open Play,101.4125,46.07000000000001,98.0,Off T,,,,,,,,,,,,,91.0,Half Volley,,,0.01531401,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,a3bf36c6-f5d7-495c-ba9e-537468f30197,401,1,00:13:50,13,50,29,2.632048,3827336,16,Shot,7282,ATK Mohun Bagan,1,Regular Play,7282,ATK Mohun Bagan,,163344.0,Roy Krishna,23.0,Center Forward,,,,,,,120.0,26.5,37.0,Head,87.0,Open Play,94.9375,41.05499999999999,98.0,Off T,,,,,,,,,,,,,93.0,Normal,,,0.06381483,1.6,538a728f-caf5-47af-bc61-aa6c8b9eda1d,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
50,6afd3c85-671f-4a7c-aef4-ca4763810c0d,521,1,00:18:07,18,7,35,0.739335,3827336,16,Shot,7289,Hyderabad,4,From Throw In,7289,Hyderabad,,166022.0,Aniket Anil Jadhav,16.0,Left Midfield,,,,,,,111.8,38.2,37.0,Head,87.0,Open Play,96.1625,30.345000000000006,101.0,Wayward,,,,,,,,,,,,,93.0,Normal,,,0.074514166,,1fe85a38-7b17-4b56-b375-a2b85284adda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,3c090b9c-7d22-4f38-8d9d-b74c61e6ec13,571,1,00:18:49,18,49,38,1.102253,3827336,16,Shot,7282,ATK Mohun Bagan,1,Regular Play,7282,ATK Mohun Bagan,,163339.0,Prabir Das,2.0,Right Back,,,,,,,117.6,40.5,40.0,Right Foot,87.0,Open Play,87.2375,39.779999999999994,100.0,Saved,,,,,,,,,,,,,93.0,Normal,,,0.053974938,0.3,f9e0e26e-47db-4654-b01b-e5d91700cd65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,f94e31de-bd37-47c3-8930-a5f889a59d52,633,1,00:21:12,21,12,47,1.091197,3827336,16,Shot,7282,ATK Mohun Bagan,2,From Corner,7282,ATK Mohun Bagan,,124907.0,Liston Colaco,21.0,Left Wing,,,,,,,120.0,44.5,40.0,Right Foot,87.0,Open Play,94.325,20.485000000000003,98.0,Off T,,1.0,,,,,,,,,,,93.0,Normal,,,0.040726125,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
